,Liver cancer,Kidney cancer,"Tracheal, bronchus, and lung cancer",Malignant skin melanoma,Leukemia,Breast cancer,Prostate cancer,Thyroid cancer,Bladder cancer,Uterine cancer,Ovarian cancer,Cervical cancer,Non-Hodgkin lymphoma,Pancreatic cancer,Colon and rectum cancer,Adjusted savings: carbon dioxide damage (% of GNI),Adjusted savings: natural resources depletion (% of GNI),Adjusted savings: net forest depletion (% of GNI),Adjusted savings: particulate emission damage (% of GNI),GDP (current US$),Renewable energy consumption,"Annual production-based emissions of carbon dioxide (CO2), measured in million tonnes","Life expectancy at birth, total (years)",Population,Rural population (% of total population),Total natural resources rents (% of GDP),Urban population (% of total population),Class,Country,lin_reg_Liver_cancer,lin_reg_Kidney_cancer,"lin_reg_Tracheal,_bronchus,_and_lung_cancer",lin_reg_Malignant_skin_melanoma,lin_reg_Leukemia,lin_reg_Breast_cancer,lin_reg_Prostate_cancer,lin_reg_Thyroid_cancer,lin_reg_Bladder_cancer,lin_reg_Uterine_cancer,lin_reg_Ovarian_cancer,lin_reg_Cervical_cancer,lin_reg_Non-Hodgkin_lymphoma,lin_reg_Pancreatic_cancer,lin_reg_Colon_and_rectum_cancer,Rand_forest_Liver_cancer,Rand_forest_Kidney_cancer,"Rand_forest_Tracheal,_bronchus,_and_lung_cancer",Rand_forest_Malignant_skin_melanoma,Rand_forest_Leukemia,Rand_forest_Breast_cancer,Rand_forest_Prostate_cancer,Rand_forest_Thyroid_cancer,Rand_forest_Bladder_cancer,Rand_forest_Uterine_cancer,Rand_forest_Ovarian_cancer,Rand_forest_Cervical_cancer,Rand_forest_Non-Hodgkin_lymphoma,Rand_forest_Pancreatic_cancer,Rand_forest_Colon_and_rectum_cancer,Decision_tree_Liver_cancer,Decision_tree_Kidney_cancer,"Decision_tree_Tracheal,_bronchus,_and_lung_cancer",Decision_tree_Malignant_skin_melanoma,Decision_tree_Leukemia,Decision_tree_Breast_cancer,Decision_tree_Prostate_cancer,Decision_tree_Thyroid_cancer,Decision_tree_Bladder_cancer,Decision_tree_Uterine_cancer,Decision_tree_Ovarian_cancer,Decision_tree_Cervical_cancer,Decision_tree_Non-Hodgkin_lymphoma,Decision_tree_Pancreatic_cancer,Decision_tree_Colon_and_rectum_cancer
0,8.499592426910294,2.3535592076290315,30.12103178225232,0.7600034941302082,4.463841862546409,7.437850572827646,9.331258781529208,0.5148410766688507,1.1843230628133268,1.235241411055301,1.619957819994662,2.021647011681348,1.710479327980394,6.779683775181386,9.338802240528016,1.2569448616666667,0.7973214595555556,0.023477049833333333,0.28310069433333335,104.5411323511111,36.962122175000005,4.4574444444444445,76.4593888888889,29.45892888888889,48.45655555555555,1.617920290389979,51.54344444444445,0,Albania,4.391009731538969,3.787556588351343,31.881913930347544,1.9479758517857313,5.736442059588024,13.663714405409223,12.949722982992583,0.8031298300531942,4.29953089759235,2.278870398639498,4.032744594606674,4.538446028486057,4.416038290945235,9.334078268911322,19.908067597067742,6.758476771233884,2.51971940493911,25.881777568777963,0.8773374881750469,4.735915781258589,9.809923869719286,12.129413933866863,0.5899912884025553,1.740360237583871,1.5684339466465764,2.3243569520287553,3.603025757304826,2.9407409559838067,7.053312318173584,13.453931111904806,5.615741534998823,3.4862105772957137,20.493069502571853,0.5537739497146031,4.413664368547834,18.59294203109778,13.378372016700755,0.637658816975842,1.6595734889735185,1.0850087935581099,4.058868778934906,6.310842644940587,2.981143534820346,9.404766728352799,7.002227038135462
1,1.3828128924579308,0.5145564877851687,6.511461687328038,0.16823813438044666,2.34072453693307,5.390232950794366,2.478052374228992,0.351546960871756,1.168593768882097,0.22421499079222235,0.8731774469946766,1.7921821006121805,2.775160304414571,2.1488038863784107,4.567034839881631,2.6035391481666665,16.94215842922222,0.10808084955555555,0.4525970037777778,1440.8247036127777,0.28699444472222224,119.73233333333334,74.42177777777778,361.2604122222222,33.01511111111111,25.01890274561073,66.98488888888889,3,Algeria,5.161089056659064,1.4000944238205522,11.826755378136006,0.4794779477570996,3.4486655929220227,8.738522627810639,7.617081093229334,0.3093523023683711,2.058780231703716,1.1316081744094435,2.0273815172208653,2.613494691994191,3.476279084316788,4.317845604022104,9.874693983507958,1.7188783736222404,0.7001923783335302,7.145176646572288,0.2191918546357997,2.614650032606864,5.304081872859605,2.2950925424913082,0.3305784987025855,1.2166480400001711,0.2954929529654198,1.012306329615066,2.014051293083264,2.5565184720383916,2.7129086701349205,5.295994035608216,2.5078486860897558,1.2893880513016471,7.448047764252315,0.3191845584537833,2.3718441642630523,5.7652312864361654,4.3660407948920685,0.29838430983922876,1.357053600095002,0.7023320665878862,1.7374443167978044,4.480437217093491,2.981143534820346,3.256820478263953,4.805846853127958
2,0.9390525651676529,0.3851666684067578,4.514134262442521,0.23410687838105906,2.3909447650355053,3.5536040020105513,2.555607095395272,0.15416212378610006,0.840255166951793,0.3321883534214416,0.4276447768184076,4.86970943959622,1.3793453180861583,0.83500506366496,2.5386635802423103,1.2874689325555557,26.667050876277777,0.0,1.0755215552222221,792.1722585661112,56.74968910277778,26.82272222222222,54.42961111111111,232.79965277777777,40.88494444444444,32.78345713608233,59.11505555555555,3,Angola,-0.8693381989828555,-1.4443890770291756,-15.473095953940323,-0.8152992641832242,-0.21425807598371627,-1.5793194773744386,0.41513633006747663,0.0069354750554763145,-1.734047256271781,-0.6456592685542926,-1.03577501445889,5.1733157494669975,0.4341328472489203,-3.3383793149033743,-7.795143025836834,1.6274200853620513,0.46924390606842287,5.56899294076013,0.27213018761643976,2.235885980904426,4.436718270923271,3.493163540979223,0.1604273397318733,1.1985709094671637,0.4765050918778734,0.6345085262360814,4.855640341691746,1.7350167897886057,1.5648591322063934,3.847666142113863,2.5078486860897558,0.5002455006177235,7.448047764252315,0.3191845584537833,2.1194836419654353,5.7652312864361654,4.3660407948920685,0.19043110456776846,1.357053600095002,0.7023320665878862,0.8272085036645718,4.480437217093491,1.5817258367893847,2.2300676110950235,4.805846853127958
3,2.196939508608034,5.5198054055822645,30.42372193664075,1.4410985699335463,5.991269196426636,18.792192423907448,14.130423865419695,0.6169907644344835,4.517467935798682,1.7160736941890207,3.816404004037327,6.620659731082749,4.910854052610156,13.051507594926708,26.225241496323765,1.5744707788333332,2.9946394464444444,0.0,0.12914682794444443,3868.7100023622224,9.478344414611112,173.92927777777777,75.17583333333333,407.71364833333337,9.303444444444445,3.572576183278469,90.69655555555556,0,Argentina,5.2758639709013195,4.611636586664384,38.46437699433004,2.4279458144046755,6.485947468135753,14.7893735008863,13.431346478922146,0.7324506108259439,5.892998311003671,2.161036057042411,4.652232808473979,4.006511803258293,5.185655198554684,11.959147494864231,24.68233382554088,2.223912767371464,4.673034895882885,25.77281600088646,1.2667175713048802,5.6593831543859086,15.641886969237527,13.21701502336678,0.6329044507729696,3.912130567641696,1.621900344389653,3.6704716464002196,5.461256273352502,4.384760689558803,10.619485515198434,22.084038992338396,2.5078486860897558,3.4862105772957137,18.390330631829766,0.3191845584537833,4.2773572249785525,17.588828434879414,12.909890360764647,0.637658816975842,1.357053600095002,0.7023320665878862,1.7374443167978044,2.83481766071181,2.981143534820346,9.404766728352799,12.683146569269923
4,8.775419719038204,2.2537860065673514,43.962040278855625,0.6210180872367326,5.84021265018374,19.806513037614085,7.976967892590977,0.5851538208005685,6.923691015149954,2.5916651482554216,3.994146725206462,6.044072690978776,1.9347827945825251,12.016416849085227,17.588591297482896,1.7622737791111112,0.3570833302777778,0.06662491683333333,0.43624259444444446,83.06513792333332,8.531122234000001,4.758388888888889,73.38305555555556,29.43195722222222,36.432944444444445,0.6866341299424208,63.56705555555556,0,Armenia,5.7457347127116245,3.775289005635557,34.15357107766069,1.9045112790410066,6.058935207860386,15.186563145082065,12.973573130423562,0.6577042904957147,4.913417618847314,2.406265271135096,4.270503565112326,5.291056670780357,4.538442381912199,10.086734546829165,22.048087149949417,7.452627385753626,2.1041222349461672,36.07887741577526,0.6801764224651192,5.41219762304259,17.28548886400071,8.160617922343837,0.6173501719474812,5.6626184255260785,2.3949335114810473,3.6561223137336594,5.879292947240576,2.280462509445409,10.277176595673748,17.383900904951737,5.615741534998823,3.4862105772957137,20.493069502571853,2.075078392805403,4.413664368547834,18.59294203109778,12.600240764583502,0.637658816975842,5.6677179495237295,2.5662324182153196,4.058868778934906,6.310842644940587,2.981143534820346,9.404766728352799,25.49093696690084
5,5.720698975043837,5.308806624799647,38.40972067565809,6.322345172144994,7.031518549131764,14.486061674189992,16.511367732976687,0.6767887204565152,4.871613761641196,1.954211617497616,4.513864509033528,1.6442803342979035,7.626839618004355,11.999021254718015,24.76009395841361,1.1536743357777777,2.0309953744444442,0.0,0.02255402572222222,10323.1,8.1541445255,395.3114444444444,81.47764227642277,219.58272444444444,14.90872222222222,5.043923576753823,85.09127777777778,0,Australia,4.948825881108734,5.05598344018963,42.85376908393974,2.7624895152302003,6.9937311154024036,15.925224410688367,14.751502084075442,0.8160815861129178,6.16097875215233,2.4393243191806686,5.024244887063194,2.9575248137707177,5.919705833328873,12.865026319152312,26.192261140074834,3.392156215275918,5.221160547613549,42.44581002917229,4.6423147488185394,6.412171868406667,15.604026819613415,15.538104700151441,0.8131141762115165,8.37693873071212,2.055655374020274,5.413800051445665,2.598299550654202,8.211732490427703,13.316459187254047,28.04953376992514,2.5078486860897558,4.759771558794864,54.20987427299418,3.7409508832675695,4.2773572249785525,17.588828434879414,13.378372016700755,0.8956385212626463,9.55318183273687,2.6071016088059755,4.374224226838955,2.83481766071181,8.030215293816944,14.798603057035693,31.612631606583072
6,8.643767871160488,6.641823317890411,47.00830531019069,4.095217486160409,9.114307566160496,20.864563944114288,17.276285144831526,1.0251279712447436,7.378406553523336,2.7762503804852803,6.856246470042314,3.03567592259499,7.5895207064136345,19.68060400831258,31.25614522525371,0.5179260551111111,0.0817124351111111,0.0,0.054580153944444446,3665.2311111111107,30.113483429444443,71.07655555555556,80.36205962059623,83.94615888888887,41.786944444444444,0.18316540511353405,58.213055555555556,0,Austria,4.456823867871116,4.517779594660519,37.5614168152929,2.346046792192511,6.561777264643104,15.676254834649649,15.23825677536229,0.8723495151903531,5.347823293619509,2.508397158720684,4.751868389697341,3.66245429942904,5.487325286249373,11.482459746045864,23.931744292561817,7.4357011605753875,6.7650363086074465,48.711430646975806,3.90690799367248,8.74116567289212,20.642596347838438,18.641355720152642,0.9878276385363685,8.460501679351896,2.846504966510639,6.712313978942407,3.1150804378647505,7.647115411548892,18.081253137994576,32.51705875050507,5.615741534998823,7.091659501014402,42.24592272609486,3.7409508832675695,7.9980877331119755,18.59294203109778,21.900201321424827,0.8956385212626463,9.55318183273687,2.253602028252027,7.526842174775555,4.480437217093491,8.030215293816944,18.896122738516567,31.612631606583072
7,4.496248017419983,2.6832747144817564,18.542306619644908,0.36432660369519465,4.663256817076523,8.666519599954793,3.714399414583436,0.37174921701326313,1.9026632138648876,1.3144211084079604,1.678747712103155,3.326567868714358,1.4436982903643196,4.696658577007832,8.565695769051029,4.436110608611111,18.80547863961111,0.0,0.27894250738888887,391.77649928333335,2.783172196833333,33.97838888888889,70.37916666666666,89.81562666666666,46.56944444444444,29.214603150717778,53.43055555555556,3,Azerbaijan,6.400911954916916,0.34558352944965876,4.514196694523061,-0.27752209332775246,2.2195427309806153,6.2389675315346045,4.016908983835033,0.25729291425898637,0.37561591487622925,0.9363027023972893,1.0974396869511711,3.7954037914661782,1.9604915939006489,1.361837027908737,4.637816487403331,3.7745891804243143,2.6126131179340804,17.593291364436514,0.5328660667635777,4.3246916611810375,7.902168268596329,4.448578231139565,0.36927751626723226,1.7731925316783983,1.3357981915936774,1.906542249225479,4.076879034364452,2.0473043271977924,4.58337784782688,9.01772402051442,2.5078486860897558,1.2893880513016471,7.448047764252315,0.3191845584537833,4.2773572249785525,10.496930003207384,4.3660407948920685,0.29838430983922876,1.357053600095002,0.7023320665878862,1.7374443167978044,4.480437217093491,2.981143534820346,3.256820478263953,4.805846853127958
8,2.0432296806159576,0.8999940259856004,7.749678288621953,0.10216148403079789,2.8361973899978645,5.9302309063591725,1.7562045588151447,0.2578361263634423,1.3232344598274772,0.4281052664147721,1.4448552741498557,0.7054007230697948,1.8778253731375227,2.5053887750409958,4.266458166429035,3.3491571611666666,5.2751184765,0.0006371835,0.21127028366666667,241.791962175,0.0,25.78783333333333,75.961,11.41982888888889,11.311222222222222,6.214087487814925,88.68877777777777,0,Bahrain,6.502676894270874,4.52795113873011,38.64024283224015,2.3567787328827823,6.255677431156897,14.489150566104914,12.08222935201218,0.7399257546265992,5.466780999694155,2.2848362437215055,4.507267674378539,4.291858214207512,4.531437038939079,11.175396705936953,24.02276688862967,2.734149676260224,1.1236854062720902,10.447498556603891,0.36464136272221814,2.944436332400262,7.3959458177726445,3.4910399328249975,0.3270519327176772,1.5366439658095006,0.7226443543918765,1.8054990671888616,1.1157617783956324,2.249222560024293,2.929383908127227,6.0688342366458805,2.5078486860897558,1.2893880513016471,7.448047764252315,0.3191845584537833,2.3718441642630523,5.7652312864361654,4.3660407948920685,0.637658816975842,1.357053600095002,0.7023320665878862,1.7374443167978044,0.5509810923633244,2.981143534820346,3.256820478263953,4.805846853127958
9,1.6874306663162568,0.33196600418498123,4.523093676482027,0.10634589330046511,2.1530399053975446,4.680887476095766,1.8715739831648697,0.3205162859045034,0.6100197587181759,0.25822526890177105,0.8735907570157992,2.076493610005873,1.026531695901388,1.0301334284730614,2.505516828753845,1.316271818611111,0.7076234973333333,0.18648287455555557,1.379104255111111,1271.8655766655556,43.153138795555556,53.47844444444444,69.46494444444444,1465.3441566666665,69.80594444444445,1.002745151696531,30.19405555555555,1,Bangladesh,7.991358719239854,1.517835581581096,18.04322929854979,0.10281137448348909,4.670045726812007,10.872035255079236,8.061068460597898,0.5863144750431395,3.0234465644062793,1.3754281465510736,2.3372946448852336,5.037398892283832,3.6618816998988413,6.067334159787524,14.372472585617691,3.3271223788846025,1.0691016653758019,16.07742263089299,0.6928263041410845,3.6820210849613004,6.6151396612292634,4.472913769595307,0.40781031677392754,1.7199535627269302,0.9137448180241265,1.4522427505779916,2.916828745163828,1.854164269123704,3.351478112882545,9.143695290307086,5.615741534998823,0.5002455006177235,52.50119725945331,0.5537739497146031,4.413664368547834,6.876919506303986,4.621604745675244,0.526989417393697,1.6595734889735185,1.0850087935581099,0.8272085036645718,4.480437217093491,2.7767629666699625,2.2300676110950235,7.002227038135462
